Date,District,Max Temperature (°C),Min Temperature (°C),Avg Temperature (°C),Rainfall (mm),Humidity (%),Wind Speed (km/h),Weather Condition
2023-06-24,Siddipet,39.9,26.1,33.0,0.0,57.2,6.4,Partly Cloudy
2023-06-25,Hyderabad,41.2,17.7,29.4,0.0,81.3,12.3,Cloudy
2023-06-25,Warangal,36.4,26.1,31.2,0.0,69.4,14.6,Rainy
2023-06-25,Nizamabad,39.2,26.8,33.0,0.0,54.5,10.0,Partly Cloudy
2023-06-25,Karimnagar,38.3,21.1,29.7,0.0,81.5,14.6,Sunny
2023-06-25,Khammam,34.6,16.0,25.3,0.0,61.7,7.4,Cloudy
2023-06-25,Adilabad,34.8,26.7,30.8,0.0,57.7,12.3,Sunny
2023-06-25,Mahabubnagar,31.7,15.6,23.6,0.0,60.9,8.4,Sunny
2023-06-25,Nalgonda,32.8,23.8,28.3,0.0,53.2,14.1,Rainy
2023-06-25,Medak,38.7,23.9,31.3,0.0,59.0,6.7,Sunny
2023-06-25,Siddipet,39.3,16.4,27.8,0.0,76.3,4.2,Sunny
2023-06-26,Hyderabad,31.0,20.6,25.8,0.0,75.3,14.3,Partly Cloudy
2023-06-26,Warangal,37.9,22.9,30.4,0.0,57.5,9.5,Rainy
2023-06-26,Nizamabad,30.2,26.0,28.1,0.0,61.2,10.6,Rainy
2023-06-26,Karimnagar,36.1,25.8,31.0,87.9,44.4,14.3,Cloudy
2023-06-26,Khammam,38.3,26.3,32.3,0.0,90.0,9.5,Sunny
2023-06-26,Adilabad,30.1,15.4,22.8,104.5,59.3,13.8,Partly Cloudy
2023-06-26,Mahabubnagar,31.8,27.3,29.6,0.0,86.4,5.7,Rainy
2023-06-26,Nalgonda,33.3,21.0,27.2,6.0,71.2,4.4,Rainy
2023-06-26,Medak,30.7,24.0,27.3,0.0,80.2,14.0,Cloudy
2023-06-26,Siddipet,33.0,26.1,29.5,97.9,41.1,3.2,Rainy
2023-06-27,Hyderabad,30.7,27.0,28.9,0.0,76.6,11.5,Rainy
2023-06-27,Warangal,37.1,18.5,27.8,0.0,81.3,7.6,Sunny
2023-06-27,Nizamabad,28.5,26.4,27.5,0.0,66.2,13.4,Cloudy
2023-06-27,Karimnagar,31.8,20.4,26.1,0.0,82.3,12.2,Cloudy
2023-06-27,Khammam,37.5,24.7,31.1,0.0,53.2,9.4,Cloudy
2023-06-27,Adilabad,35.4,15.7,25.6,93.5,68.7,8.3,Cloudy
2023-06-27,Mahabubnagar,41.7,16.3,29.0,0.0,69.7,14.6,Sunny
2023-06-27,Nalgonda,38.4,25.1,31.7,0.0,58.8,3.3,Rainy
2023-06-27,Medak,33.1,22.8,27.9,50.6,40.8,6.0,Sunny
2023-06-27,Siddipet,36.1,21.7,28.9,28.8,68.2,8.0,Partly Cloudy
2023-06-28,Hyderabad,32.9,19.6,26.2,0.0,81.2,6.1,Rainy
2023-06-28,Warangal,32.9,15.5,24.2,0.0,69.1,13.6,Partly Cloudy
2023-06-28,Nizamabad,33.7,27.7,30.7,0.0,69.0,4.0,Rainy
2023-06-28,Karimnagar,28.4,21.8,25.1,0.0,73.9,14.6,Partly Cloudy
2023-06-28,Khammam,38.9,16.0,27.5,0.0,84.1,10.7,Sunny
2023-06-28,Adilabad,41.4,21.8,31.6,0.0,74.5,3.1,Rainy
2023-06-28,Mahabubnagar,40.1,21.8,30.9,0.0,71.5,12.1,Sunny
2023-06-28,Nalgonda,30.5,22.4,26.4,0.0,71.8,3.0,Cloudy
2023-06-28,Medak,35.7,15.7,25.7,104.4,42.7,9.6,Rainy
2023-06-28,Siddipet,34.6,15.4,25.0,0.0,45.4,13.0,Cloudy
2023-06-29,Hyderabad,32.0,25.3,28.6,82.4,55.0,10.4,Sunny
2023-06-29,Warangal,28.4,18.6,23.5,0.0,51.0,10.8,Rainy
2023-06-29,Nizamabad,41.7,26.8,34.2,0.0,69.3,3.0,Cloudy
2023-06-29,Karimnagar,33.3,18.7,26.0,0.0,80.4,6.8,Partly Cloudy
2023-06-29,Khammam,31.4,17.3,24.3,0.0,45.9,4.0,Cloudy
2023-06-29,Adilabad,37.0,16.0,26.5,0.0,47.2,3.8,Sunny
2023-06-29,Mahabubnagar,33.7,26.5,30.1,0.0,71.2,13.3,Cloudy
2023-06-29,Nalgonda,40.2,20.8,30.5,0.0,86.2,5.1,Cloudy
2023-06-29,Medak,34.9,22.0,28.4,15.0,65.8,11.0,Sunny
2023-06-29,Siddipet,28.1,21.1,24.6,0.0,72.8,5.3,Cloudy
2023-06-30,Hyderabad,41.5,25.5,33.5,20.9,43.6,4.1,Partly Cloudy
2023-06-30,Warangal,31.8,18.3,25.1,84.0,54.8,10.2,Cloudy
2023-06-30,Nizamabad,30.3,16.8,23.6,0.0,76.0,5.6,Partly Cloudy
2023-06-30,Karimnagar,30.5,24.0,27.2,0.0,66.2,12.3,Partly Cloudy
2023-06-30,Khammam,37.1,19.4,28.2,0.0,56.5,12.7,Sunny
2023-06-30,Adilabad,28.1,15.7,21.9,116.5,73.8,6.6,Cloudy
2023-06-30,Mahabubnagar,28.3,26.3,27.3,0.0,58.2,8.0,Rainy
2023-06-30,Nalgonda,39.1,23.3,31.2,0.0,51.8,6.7,Partly Cloudy
2023-06-30,Medak,35.5,24.2,29.8,0.0,82.3,3.6,Partly Cloudy
2023-06-30,Siddipet,38.1,23.5,30.8,102.1,71.5,5.1,Partly Cloudy
2023-07-01,Hyderabad,31.5,26.8,29.1,0.0,78.3,3.8,Sunny
2023-07-01,Warangal,41.5,21.4,31.5,0.0,87.3,6.8,Sunny
2023-07-01,Nizamabad,37.4,18.0,27.7,0.0,68.6,10.0,Cloudy
2023-07-01,Karimnagar,31.9,16.4,24.2,0.0,75.0,9.1,Cloudy
2023-07-01,Khammam,30.9,24.6,27.7,0.0,67.1,10.5,Partly Cloudy
2023-07-01,Adilabad,40.0,20.4,30.2,93.6,62.4,6.2,Sunny
2023-07-01,Mahabubnagar,36.8,16.8,26.8,0.0,42.8,14.6,Sunny
2023-07-01,Nalgonda,33.9,26.9,30.4,19.4,55.0,6.6,Cloudy
2023-07-01,Medak,39.6,15.5,27.5,1.0,69.4,4.7,Rainy
2023-07-01,Siddipet,34.4,22.4,28.4,0.0,86.2,6.2,Cloudy
2023-07-02,Hyderabad,38.7,21.8,30.2,0.0,73.7,4.6,Sunny
2023-07-02,Warangal,41.8,25.1,33.5,27.8,70.5,2.6,Rainy
2023-07-02,Nizamabad,34.7,15.3,25.0,0.0,74.6,2.7,Rainy
2023-07-02,Karimnagar,28.9,20.8,24.9,0.0,70.0,13.6,Rainy
2023-07-02,Khammam,35.7,25.0,30.4,0.0,82.0,7.7,Cloudy
2023-07-02,Adilabad,30.4,24.6,27.5,0.0,55.3,12.4,Cloudy
2023-07-02,Mahabubnagar,31.2,22.7,27.0,0.0,81.8,12.8,Rainy
2023-07-02,Nalgonda,32.8,23.4,28.1,0.0,82.4,4.6,Rainy
2023-07-02,Medak,39.8,25.7,32.8,52.0,45.1,9.0,Rainy
2023-07-02,Siddipet,39.1,15.6,27.4,0.0,68.9,7.8,Rainy
2023-07-03,Hyderabad,39.5,22.9,31.2,0.0,65.3,4.5,Rainy
2023-07-03,Warangal,30.5,23.5,27.0,0.0,88.0,13.9,Sunny
2023-07-03,Nizamabad,31.5,26.6,29.0,0.0,70.6,12.2,Partly Cloudy
2023-07-03,Karimnagar,36.6,17.8,27.2,0.0,72.5,7.2,Cloudy
2023-07-03,Khammam,35.5,26.8,31.1,56.2,77.4,9.0,Partly Cloudy
2023-07-03,Adilabad,37.4,17.7,27.6,0.0,69.2,5.5,Rainy
2023-07-03,Mahabubnagar,41.0,27.9,34.4,0.0,85.1,12.9,Partly Cloudy
2023-07-03,Nalgonda,41.9,24.3,33.1,0.0,60.9,5.5,Partly Cloudy
2023-07-03,Medak,39.1,16.8,27.9,15.5,43.7,14.2,Cloudy
2023-07-03,Siddipet,33.7,20.2,26.9,0.0,41.6,5.4,Cloudy
2023-07-04,Hyderabad,40.6,23.0,31.8,0.0,47.4,2.3,Sunny
2023-07-04,Warangal,32.9,18.6,25.7,0.0,73.6,10.4,Rainy
2023-07-04,Nizamabad,41.7,17.8,29.8,77.9,87.9,14.3,Cloudy
2023-07-04,Karimnagar,31.0,20.1,25.5,0.0,87.0,3.8,Cloudy
2023-07-04,Khammam,29.1,25.1,27.1,0.0,82.4,14.3,Sunny
2023-07-04,Adilabad,41.0,18.3,29.6,0.0,67.4,11.0,Rainy
2023-07-04,Mahabubnagar,35.3,23.4,29.4,0.0,62.6,6.8,Sunny
2023-07-04,Nalgonda,32.3,24.8,28.6,8.9,71.6,4.8,Cloudy
2023-07-04,Medak,36.7,20.8,28.7,0.0,57.9,14.2,Rainy
2023-07-04,Siddipet,35.1,23.1,29.1,0.0,43.5,3.9,Cloudy
2023-07-05,Hyderabad,29.7,23.9,26.8,64.3,78.6,8.6,Rainy
2023-07-05,Warangal,35.4,25.6,30.5,0.0,75.1,11.9,Rainy
2023-07-05,Nizamabad,34.8,21.4,28.1,0.0,71.9,14.0,Rainy
2023-07-05,Karimnagar,30.5,23.4,26.9,0.0,48.6,14.3,Partly Cloudy
2023-07-05,Khammam,36.9,17.3,27.1,0.0,71.3,13.5,Sunny
2023-07-05,Adilabad,37.0,16.7,26.8,0.0,67.9,2.8,Cloudy
2023-07-05,Mahabubnagar,38.1,22.0,30.0,0.0,69.1,8.8,Partly Cloudy
2023-07-05,Nalgonda,42.0,17.5,29.8,0.0,75.7,12.1,Cloudy
2023-07-05,Medak,31.2,23.1,27.2,0.0,48.4,14.9,Sunny
2023-07-05,Siddipet,34.4,27.3,30.9,0.0,64.1,3.7,Cloudy
2023-07-06,Hyderabad,33.2,26.9,30.1,0.0,89.9,14.0,Cloudy
2023-07-06,Warangal,34.2,15.2,24.7,0.0,44.4,2.2,Rainy
2023-07-06,Nizamabad,35.8,16.9,26.3,0.0,71.7,4.2,Rainy
2023-07-06,Karimnagar,30.2,17.5,23.9,79.5,86.1,4.2,Sunny
2023-07-06,Khammam,36.5,24.8,30.6,0.0,64.0,12.2,Cloudy
2023-07-06,Adilabad,39.4,24.5,31.9,0.0,81.6,12.4,Cloudy
2023-07-06,Mahabubnagar,30.6,26.3,28.5,0.0,46.6,8.4,Sunny
2023-07-06,Nalgonda,32.8,19.4,26.1,0.0,83.8,10.8,Sunny
2023-07-06,Medak,35.7,15.2,25.4,0.0,82.2,4.7,Cloudy
2023-07-06,Siddipet,39.7,24.7,32.2,109.8,68.8,11.8,Rainy
2023-07-07,Hyderabad,30.4,17.8,24.1,0.0,81.9,13.7,Partly Cloudy
2023-07-07,Warangal,32.9,22.0,27.5,0.0,60.6,10.8,Partly Cloudy
2023-07-07,Nizamabad,40.3,26.0,33.1,0.0,84.6,14.7,Cloudy
2023-07-07,Karimnagar,37.7,16.9,27.3,0.0,45.7,11.1,Partly Cloudy
2023-07-07,Khammam,40.5,23.4,31.9,0.0,79.3,3.8,Partly Cloudy
2023-07-07,Adilabad,40.5,18.3,29.4,0.0,63.7,13.3,Rainy
2023-07-07,Mahabubnagar,40.7,19.7,30.2,0.0,59.4,3.4,Partly Cloudy
2023-07-07,Nalgonda,32.8,24.6,28.7,82.8,54.2,10.9,Sunny
2023-07-07,Medak,31.0,27.3,29.2,0.0,50.9,4.4,Partly Cloudy
2023-07-07,Siddipet,31.0,21.3,26.1,0.0,78.7,10.5,Rainy
2023-07-08,Hyderabad,39.8,24.6,32.2,0.0,85.4,12.4,Rainy
2023-07-08,Warangal,33.4,19.2,26.3,0.0,79.0,11.4,Rainy
2023-07-08,Nizamabad,36.8,18.0,27.4,0.0,76.2,7.6,Partly Cloudy
2023-07-08,Karimnagar,32.9,23.4,28.2,0.0,44.7,3.1,Partly Cloudy
2023-07-08,Khammam,35.3,26.1,30.7,0.0,71.1,12.8,Rainy
2023-07-08,Adilabad,34.9,15.6,25.2,0.0,44.1,14.7,Cloudy
2023-07-08,Mahabubnagar,38.6,20.1,29.4,0.0,89.2,11.5,Partly Cloudy
2023-07-08,Nalgonda,35.7,24.4,30.0,0.0,51.7,3.8,Cloudy
2023-07-08,Medak,34.2,24.1,29.2,0.0,49.7,10.1,Sunny
2023-07-08,Siddipet,37.0,21.0,29.0,105.1,82.6,5.0,Rainy
2023-07-09,Hyderabad,28.8,16.2,22.5,0.0,64.5,12.6,Cloudy
2023-07-09,Warangal,39.1,25.4,32.2,0.0,78.8,4.8,Partly Cloudy
2023-07-09,Nizamabad,32.0,25.8,28.9,44.4,73.8,11.3,Partly Cloudy
2023-07-09,Karimnagar,29.5,22.3,25.9,0.0,83.8,2.7,Rainy
2023-07-09,Khammam,35.3,26.0,30.7,108.7,71.2,7.9,Cloudy
2023-07-09,Adilabad,33.1,23.5,28.3,0.0,81.9,8.3,Cloudy
2023-07-09,Mahabubnagar,34.1,18.4,26.2,108.3,68.1,3.0,Rainy
2023-07-09,Nalgonda,36.8,27.8,32.3,90.2,77.0,13.8,Partly Cloudy
2023-07-09,Medak,35.9,22.7,29.3,0.0,77.3,6.5,Sunny
2023-07-09,Siddipet,37.6,25.6,31.6,0.0,71.2,12.8,Rainy
2023-07-10,Hyderabad,40.8,17.8,29.3,88.4,67.8,10.2,Partly Cloudy
2023-07-10,Warangal,30.3,22.0,26.2,0.0,55.5,5.3,Rainy
2023-07-10,Nizamabad,33.1,23.7,28.4,0.0,63.1,11.6,Cloudy
2023-07-10,Karimnagar,28.4,18.5,23.4,0.0,86.9,2.5,Cloudy
2023-07-10,Khammam,31.2,17.9,24.6,107.1,48.8,14.4,Cloudy
2023-07-10,Adilabad,40.8,16.4,28.6,97.1,83.9,2.5,Sunny
2023-07-10,Mahabubnagar,29.1,19.6,24.3,75.2,88.0,11.6,Partly Cloudy
2023-07-10,Nalgonda,34.1,22.0,28.0,0.0,77.8,9.6,Sunny
2023-07-10,Medak,30.9,19.0,24.9,0.0,81.7,12.3,Cloudy
2023-07-10,Siddipet,36.8,21.9,29.3,0.0,52.1,11.6,Sunny
2023-07-11,Hyderabad,41.5,22.6,32.0,73.0,71.7,7.7,Sunny
2023-07-11,Warangal,37.8,16.1,27.0,12.4,89.7,11.8,Sunny
2023-07-11,Nizamabad,33.3,26.5,29.9,18.8,44.9,12.5,Sunny
2023-07-11,Karimnagar,36.8,17.6,27.2,51.2,47.5,6.1,Sunny
2023-07-11,Khammam,32.7,23.3,28.0,0.0,44.2,4.6,Partly Cloudy
2023-07-11,Adilabad,29.0,24.7,26.9,0.0,84.7,2.4,Cloudy
2023-07-11,Mahabubnagar,33.3,22.6,28.0,0.0,46.8,5.3,Cloudy
2023-07-11,Nalgonda,41.3,17.5,29.4,0.0,69.0,2.7,Rainy
2023-07-11,Medak,28.7,24.0,26.4,0.0,86.9,7.2,Cloudy
2023-07-11,Siddipet,30.5,16.6,23.5,0.0,77.1,14.6,Cloudy
2023-07-12,Hyderabad,32.9,23.2,28.0,0.0,64.8,7.6,Partly Cloudy
2023-07-12,Warangal,33.3,23.1,28.2,0.0,82.0,2.2,Sunny
2023-07-12,Nizamabad,41.9,22.7,32.3,0.0,62.4,6.8,Cloudy
2023-07-12,Karimnagar,28.5,17.4,22.9,66.7,68.0,6.4,Rainy
2023-07-12,Khammam,32.0,21.5,26.7,78.0,73.6,4.5,Rainy
2023-07-12,Adilabad,37.7,27.9,32.8,0.0,75.6,12.0,Cloudy
2023-07-12,Mahabubnagar,36.9,15.3,26.1,91.3,45.1,9.2,Rainy
2023-07-12,Nalgonda,40.1,25.7,32.9,0.0,71.7,15.0,Partly Cloudy
2023-07-12,Medak,29.8,25.5,27.7,0.0,84.1,12.7,Partly Cloudy
2023-07-12,Siddipet,32.1,25.8,29.0,85.5,50.5,3.0,Cloudy
2023-07-13,Hyderabad,31.9,15.4,23.6,0.0,83.1,10.2,Sunny
2023-07-13,Warangal,29.0,17.7,23.4,0.0,61.2,7.2,Cloudy
2023-07-13,Nizamabad,32.1,23.5,27.8,0.0,61.6,3.1,Rainy
2023-07-13,Karimnagar,29.7,16.1,22.9,0.0,82.8,13.5,Sunny
2023-07-13,Khammam,29.5,21.9,25.7,0.0,70.9,5.6,Cloudy
2023-07-13,Adilabad,40.7,16.0,28.3,0.0,76.8,7.4,Cloudy
2023-07-13,Mahabubnagar,38.7,22.8,30.8,0.0,88.4,3.9,Partly Cloudy
2023-07-13,Nalgonda,41.7,20.9,31.3,10.3,50.8,14.1,Partly Cloudy
2023-07-13,Medak,34.0,24.5,29.2,93.6,86.9,3.4,Cloudy
2023-07-13,Siddipet,39.7,15.2,27.4,0.0,50.1,4.9,Sunny
2023-07-14,Hyderabad,28.4,18.0,23.2,80.5,69.1,11.2,Sunny
2023-07-14,Warangal,35.8,16.3,26.1,0.0,40.9,7.9,Sunny
2023-07-14,Nizamabad,34.5,24.5,29.5,0.0,45.8,4.3,Sunny
2023-07-14,Karimnagar,36.5,25.9,31.2,0.0,88.0,4.8,Partly Cloudy
2023-07-14,Khammam,34.2,17.4,25.8,0.0,75.0,2.2,Rainy
2023-07-14,Adilabad,33.6,24.1,28.9,0.0,75.8,8.4,Sunny
2023-07-14,Mahabubnagar,38.1,24.0,31.0,41.0,63.8,10.6,Partly Cloudy
2023-07-14,Nalgonda,29.0,20.1,24.6,0.0,69.9,5.5,Partly Cloudy
2023-07-14,Medak,39.7,20.2,29.9,75.6,70.4,11.3,Cloudy
2023-07-14,Siddipet,33.5,21.2,27.3,0.0,58.0,7.6,Cloudy
2023-07-15,Hyderabad,33.9,18.2,26.1,0.0,61.0,10.0,Rainy
2023-07-15,Warangal,37.4,22.3,29.8,0.0,66.2,4.1,Rainy
2023-07-15,Nizamabad,34.3,15.1,24.7,0.0,51.7,13.2,Sunny
2023-07-15,Karimnagar,30.0,17.8,23.9,44.6,46.4,7.0,Cloudy
2023-07-15,Khammam,28.9,16.7,22.8,87.7,49.0,3.9,Sunny
2023-07-15,Adilabad,34.5,18.4,26.5,56.4,55.0,10.3,Cloudy
2023-07-15,Mahabubnagar,29.6,22.3,25.9,101.3,89.7,13.0,Partly Cloudy
2023-07-15,Nalgonda,37.6,26.1,31.9,0.0,88.3,7.9,Sunny
2023-07-15,Medak,32.9,27.3,30.1,0.0,84.5,9.5,Rainy
2023-07-15,Siddipet,33.0,17.5,25.2,0.0,62.1,13.3,Sunny
2023-07-16,Hyderabad,29.9,21.7,25.8,0.0,47.9,13.3,Rainy
2023-07-16,Warangal,38.4,27.2,32.8,0.0,54.5,8.2,Cloudy
2023-07-16,Nizamabad,29.1,21.0,25.0,0.0,43.8,2.6,Partly Cloudy
2023-07-16,Karimnagar,40.2,19.9,30.1,0.0,68.4,2.6,Partly Cloudy
2023-07-16,Khammam,29.3,18.8,24.0,0.0,47.5,11.9,Sunny
2023-07-16,Adilabad,31.9,23.4,27.7,0.0,68.2,5.3,Sunny
2023-07-16,Mahabubnagar,37.9,20.0,28.9,0.0,52.3,3.8,Cloudy
2023-07-16,Nalgonda,28.2,16.1,22.2,0.0,57.9,13.5,Rainy
2023-07-16,Medak,28.6,26.8,27.7,1.7,85.0,4.9,Sunny
2023-07-16,Siddipet,34.7,27.5,31.1,0.0,60.6,11.1,Cloudy
2023-07-17,Hyderabad,29.5,24.4,26.9,0.0,47.8,8.6,Rainy
2023-07-17,Warangal,28.1,18.6,23.4,36.3,57.7,2.8,Sunny
2023-07-17,Nizamabad,32.5,22.2,27.4,0.0,86.9,3.2,Sunny
2023-07-17,Karimnagar,28.3,27.2,27.7,0.0,44.4,11.4,Partly Cloudy
2023-07-17,Khammam,29.6,20.1,24.9,0.0,83.7,3.2,Cloudy
2023-07-17,Adilabad,38.2,19.7,29.0,45.6,81.8,2.8,Partly Cloudy
2023-07-17,Mahabubnagar,40.8,26.1,33.4,96.8,83.5,12.4,Partly Cloudy
2023-07-17,Nalgonda,40.1,21.3,30.7,0.0,65.6,10.6,Rainy
2023-07-17,Medak,32.9,16.8,24.9,13.6,76.8,7.8,Sunny
2023-07-17,Siddipet,36.0,21.0,28.5,0.0,71.1,12.1,Rainy
2023-07-18,Hyderabad,33.7,22.3,28.0,42.9,75.7,10.6,Cloudy
2023-07-18,Warangal,28.7,24.5,26.6,0.0,62.4,4.0,Rainy
2023-07-18,Nizamabad,32.2,16.1,24.1,95.6,57.7,11.1,Rainy
2023-07-18,Karimnagar,37.0,17.1,27.0,0.0,43.3,10.1,Rainy
2023-07-18,Khammam,31.2,22.7,27.0,0.0,52.3,8.9,Partly Cloudy
2023-07-18,Adilabad,36.5,19.4,28.0,73.3,51.9,6.2,Rainy
2023-07-18,Mahabubnagar,32.8,19.4,26.1,0.0,76.3,12.7,Partly Cloudy
2023-07-18,Nalgonda,29.6,26.6,28.1,0.0,45.7,10.0,Partly Cloudy
2023-07-18,Medak,29.4,23.9,26.6,0.0,74.8,11.9,Rainy
2023-07-18,Siddipet,29.6,16.5,23.1,0.0,71.7,3.5,Partly Cloudy
2023-07-19,Hyderabad,30.0,19.6,24.8,0.0,75.6,6.0,Sunny
2023-07-19,Warangal,34.4,24.1,29.2,0.0,48.6,2.2,Partly Cloudy
2023-07-19,Nizamabad,31.3,20.6,25.9,0.0,63.6,5.6,Partly Cloudy
2023-07-19,Karimnagar,37.2,27.7,32.5,0.0,44.4,12.8,Rainy
2023-07-19,Khammam,41.1,17.4,29.2,0.0,85.2,3.1,Sunny
2023-07-19,Adilabad,37.8,19.8,28.8,5.6,48.7,7.4,Partly Cloudy
2023-07-19,Mahabubnagar,35.0,23.7,29.4,0.0,48.1,5.0,Sunny
2023-07-19,Nalgonda,28.2,24.8,26.5,0.0,48.9,13.1,Sunny
2023-07-19,Medak,38.8,16.3,27.5,0.0,83.7,12.3,Rainy
2023-07-19,Siddipet,35.5,26.2,30.9,0.0,83.6,11.3,Rainy
2023-07-20,Hyderabad,34.2,24.0,29.1,0.0,42.6,12.5,Rainy
2023-07-20,Warangal,34.7,17.1,25.9,0.0,42.9,5.6,Sunny
2023-07-20,Nizamabad,33.6,25.9,29.7,12.8,76.8,7.9,Sunny
2023-07-20,Karimnagar,40.7,18.3,29.5,0.0,46.7,6.3,Cloudy
2023-07-20,Khammam,31.8,27.6,29.7,108.3,62.1,4.6,Partly Cloudy
2023-07-20,Adilabad,32.4,25.5,28.9,0.0,43.2,3.0,Sunny
2023-07-20,Mahabubnagar,31.4,15.3,23.3,0.0,40.4,7.6,Cloudy
2023-07-20,Nalgonda,41.7,26.0,33.9,0.0,43.7,11.0,Partly Cloudy
2023-07-20,Medak,33.3,18.1,25.7,0.0,53.8,2.1,Cloudy
2023-07-20,Siddipet,41.4,22.3,31.9,64.0,82.3,7.7,Cloudy
2023-07-21,Hyderabad,37.5,25.2,31.3,0.0,66.3,13.1,Sunny
2023-07-21,Warangal,33.0,18.1,25.6,0.0,87.1,7.8,Partly Cloudy
2023-07-21,Nizamabad,31.3,26.5,28.9,0.0,62.1,4.5,Rainy
2023-07-21,Karimnagar,38.4,28.0,33.2,0.0,55.2,13.7,Partly Cloudy
2023-07-21,Khammam,32.7,26.6,29.7,0.0,74.3,13.2,Sunny
2023-07-21,Adilabad,34.1,16.6,25.3,0.0,42.1,8.9,Rainy
2023-07-21,Mahabubnagar,41.7,18.6,30.2,92.6,61.0,7.0,Cloudy
2023-07-21,Nalgonda,33.2,19.4,26.3,0.0,41.0,4.7,Partly Cloudy
2023-07-21,Medak,30.0,16.6,23.3,44.7,53.6,6.2,Sunny
2023-07-21,Siddipet,36.7,21.4,29.1,0.0,53.2,8.3,Sunny
2023-07-22,Hyderabad,29.0,20.6,24.8,0.0,82.9,3.8,Rainy
2023-07-22,Warangal,37.7,21.9,29.8,0.0,43.7,8.2,Cloudy
2023-07-22,Nizamabad,33.7,17.5,25.6,0.0,76.5,2.5,Sunny
2023-07-22,Karimnagar,34.1,18.8,26.4,0.0,54.8,2.8,Partly Cloudy
2023-07-22,Khammam,33.5,16.6,25.0,0.0,51.5,15.0,Sunny
2023-07-22,Adilabad,28.1,19.0,23.5,77.8,59.3,4.8,Rainy
2023-07-22,Mahabubnagar,31.8,20.2,26.0,24.3,72.8,8.8,Sunny
2023-07-22,Nalgonda,31.4,27.1,29.2,0.0,80.8,14.2,Rainy
2023-07-22,Medak,33.5,17.4,25.4,0.0,82.1,10.9,Cloudy
2023-07-22,Siddipet,31.7,25.7,28.7,0.0,78.9,14.3,Partly Cloudy
2023-07-23,Hyderabad,29.6,18.3,23.9,0.0,52.9,2.0,Partly Cloudy
2023-07-23,Warangal,32.3,18.9,25.6,0.0,48.6,10.5,Sunny
2023-07-23,Nizamabad,29.2,22.1,25.7,0.0,45.6,11.8,Sunny
2023-07-23,Karimnagar,40.7,25.7,33.2,0.0,58.5,14.6,Sunny
2023-07-23,Khammam,39.8,16.8,28.3,0.0,75.8,11.2,Cloudy
2023-07-23,Adilabad,35.0,17.3,26.2,0.0,81.4,5.2,Rainy
2023-07-23,Mahabubnagar,32.0,19.3,25.6,0.0,86.7,12.7,Rainy
2023-07-23,Nalgonda,33.8,18.1,25.9,22.8,81.9,4.6,Sunny
2023-07-23,Medak,41.2,16.5,28.9,0.0,41.0,9.4,Cloudy
2023-07-23,Siddipet,36.4,23.4,29.9,0.0,56.4,9.4,Rainy
2023-07-24,Hyderabad,33.0,25.6,29.3,0.0,77.9,8.0,Cloudy
2023-07-24,Warangal,31.1,24.6,27.8,10.4,41.6,7.6,Sunny
2023-07-24,Nizamabad,39.1,25.0,32.1,0.0,87.0,12.6,Partly Cloudy
2023-07-24,Karimnagar,30.8,15.4,23.1,0.0,71.4,13.8,Partly Cloudy
2023-07-24,Khammam,37.7,27.5,32.6,0.0,42.0,6.7,Sunny
2023-07-24,Adilabad,39.6,27.9,33.8,0.0,83.0,5.4,Rainy
2023-07-24,Mahabubnagar,30.7,17.1,23.9,0.0,67.9,6.0,Partly Cloudy
2023-07-24,Nalgonda,28.1,23.6,25.8,0.0,53.1,2.6,Cloudy
2023-07-24,Medak,40.0,19.9,29.9,73.9,53.0,13.3,Cloudy
2023-07-24,Siddipet,32.5,24.7,28.6,0.0,51.7,4.9,Rainy
2023-07-25,Hyderabad,33.7,25.6,29.7,0.0,74.1,8.8,Rainy
2023-07-25,Warangal,28.7,18.7,23.7,0.0,67.3,6.0,Cloudy
2023-07-25,Nizamabad,34.2,15.1,24.6,104.9,57.4,13.5,Partly Cloudy
2023-07-25,Karimnagar,32.2,18.5,25.4,0.0,85.1,4.3,Cloudy
2023-07-25,Khammam,40.5,24.3,32.4,0.0,85.4,10.6,Partly Cloudy
2023-07-25,Adilabad,41.0,19.3,30.1,0.0,68.8,9.4,Cloudy
2023-07-25,Mahabubnagar,39.9,21.3,30.6,0.0,60.9,13.2,Cloudy
2023-07-25,Nalgonda,38.5,17.1,27.8,0.0,87.8,9.2,Cloudy
2023-07-25,Medak,37.0,21.7,29.4,0.0,82.1,3.0,Sunny
2023-07-25,Siddipet,40.3,26.2,33.3,0.0,78.9,8.0,Sunny
2023-07-26,Hyderabad,38.3,22.2,30.3,0.0,80.5,2.1,Partly Cloudy
2023-07-26,Warangal,36.6,19.0,27.8,0.0,70.7,12.6,Partly Cloudy
2023-07-26,Nizamabad,31.8,22.7,27.2,58.2,59.1,6.2,Sunny
2023-07-26,Karimnagar,28.6,21.0,24.8,0.0,84.3,12.4,Sunny
2023-07-26,Khammam,39.9,22.8,31.4,29.2,40.8,12.8,Cloudy
2023-07-26,Adilabad,34.5,27.4,31.0,0.0,76.0,5.6,Sunny
2023-07-26,Mahabubnagar,29.5,25.9,27.7,0.0,89.7,4.0,Rainy
2023-07-26,Nalgonda,33.7,24.0,28.8,0.0,76.5,11.7,Sunny
2023-07-26,Medak,41.7,20.0,30.8,0.0,56.5,10.3,Sunny
